time,sx_x,sx_y,sx_z,mat_x,mat_y,mat_z,vicon_x,vicon_y,vicon_z
7.000000000000010658e-01,4.570726142184611818e-01,-4.947085760127690112e-04,-5.087257436779929476e-02,4.210619948418434788e-01,-1.522426899391039192e-03,-1.752424991017862421e-01,4.276499580921119259e-01,5.845720686033362146e-02,-2.922608157324850797e-01
7.100000000000008527e-01,4.579507448641663148e-01,-7.837626826173795273e-04,-2.871032578609124253e-02,4.287969647941766160e-01,-1.323072212651333398e-03,-1.604878773263857805e-01,4.428205758219010413e-01,5.261584891382115048e-02,-2.707595003588189608e-01
7.200000000000006395e-01,4.573363697850161835e-01,-1.116661748024678352e-03,-7.230608300827284438e-03,4.357287070485713065e-01,-1.169126072265267487e-03,-1.452641533306843480e-01,4.483442974784147550e-01,4.978640132973476129e-02,-2.614058311264766399e-01
7.300000000000004263e-01,4.553838836176433147e-01,-1.482918086310333616e-03,1.335806394676760170e-02,4.418052999431824057e-01,-1.060669200395302761e-03,-1.296945805674227237e-01,4.571599938754559167e-01,4.593178558037553511e-02,-2.427266636141947043e-01
7.400000000000002132e-01,4.522711334987580822e-01,-1.872498682720398662e-03,3.288385808412225969e-02,4.469934189279188286e-01,-9.971952101766657674e-04,-1.139071143912427364e-01,4.634204045186444132e-01,4.268661710246057089e-02,-2.271577738394238155e-01
7.500000000000000000e-01,4.481905706429997194e-01,-2.276087403314353691e-03,5.121289749512243639e-02,4.512791007574890045e-01,-9.770614840189056731e-04,-9.802908387241102139e-02,4.687090790856293099e-01,3.966580448515367313e-02,-2.120054990939062578e-01
7.599999999999997868e-01,4.433408848008966729e-01,-2.685273319695082213e-03,6.824873086370845943e-02,4.546661216289500373e-01,-9.981851304449156775e-04,-8.218640544319472108e-02,4.727640062973620383e-01,3.727779357597670734e-02,-1.984227560015980329e-01
7.700000000000013500e-01,4.379194816681770130e-01,-3.092669090839547403e-03,8.393028757000835227e-02,4.571754474157174175e-01,-1.057638812618867663e-03,-6.649870338768684719e-02,4.756259776180912224e-01,3.499763178141725162e-02,-1.869457313552179700e-01
7.800000000000011369e-01,4.321160567714149581e-01,-3.491965308681864444e-03,9.822866466211788161e-02,4.588429341789019844e-01,-1.152204790569193648e-03,-5.107878321290541118e-02,4.785325629935859304e-01,3.252497408038751425e-02,-1.743595371436608144e-01
7.900000000000009237e-01,4.261074122554613930e-01,-3.877930187381826120e-03,1.111431090992618248e-01,4.597176615785330545e-01,-1.278166151317567051e-03,-3.602923592333594910e-02,4.809898181015367369e-01,3.036225544789677988e-02,-1.612648603864342001e-01
