time,sx_x,sx_y,sx_z,mat_x,mat_y,mat_z,vicon_x,vicon_y,vicon_z
5.500000000000007105e-01,3.800158304120496155e-01,-4.975647679185969674e-02,-1.927325644987051279e-01,3.800124912928168897e-01,-4.975921832132674388e-02,-1.927363520857308388e-01,4.081163431669575514e-01,-4.741797932532685472e-02,-1.455309470152166551e-01
5.600000000000004974e-01,3.772266720285958885e-01,-5.070469674427881962e-02,-1.963882667227712930e-01,3.772234929440845819e-01,-5.070760933580894386e-02,-1.963916477137666594e-01,3.930449779680124101e-01,-5.371331479253078911e-02,-1.683701670238869907e-01
5.700000000000002842e-01,3.744345417159044564e-01,-5.162360475561237477e-02,-1.999294276833651074e-01,3.744317108649987125e-01,-5.162669436132273637e-02,-1.999321737949188438e-01,3.883842227592777530e-01,-5.471162325757725209e-02,-1.744028759478939428e-01
5.800000000000000711e-01,3.716423516516937919e-01,-5.251393027405981684e-02,-2.033589048556331269e-01,3.716401789619081519e-01,-5.251717614690738778e-02,-2.033606578833062617e-01,3.851468271460222192e-01,-5.538265755994718070e-02,-1.783811909586260902e-01
5.899999999999998579e-01,3.688528037755521849e-01,-5.337640620138808800e-02,-2.066795692411282637e-01,3.688514685603471177e-01,-5.337980388343617488e-02,-2.066801622052859555e-01,3.838906656911271753e-01,-5.600351935222623589e-02,-1.797460649957324241e-01
5.999999999999996447e-01,3.660684015750420572e-01,-5.421176542010919946e-02,-2.098942919363493420e-01,3.660676112106810987e-01,-5.421537616398773574e-02,-2.098941288042344144e-01,3.826057848112470738e-01,-5.629076042254230194e-02,-1.812743904188429955e-01
6.099999999999994316e-01,3.632914614245497664e-01,-5.502073791510078693e-02,-2.130059328034632771e-01,3.632912050521701630e-01,-5.502456378570579759e-02,-2.130050622166188845e-01,3.812977265529245985e-01,-5.552704568899108351e-02,-1.831815986096611837e-01
6.200000000000009948e-01,3.605241234485707102e-01,-5.580404835036616856e-02,-2.160173309600779967e-01,3.605243663412468491e-01,-5.580808448398286159e-02,-2.160158242881177471e-01,3.632241330640909593e-01,-5.846897578596609718e-02,-2.045938819582643620e-01
6.300000000000007816e-01,3.577683618948788169e-01,-5.656241401298256477e-02,-2.189312968368682111e-01,3.577689173589287952e-01,-5.656664720508150501e-02,-2.189293908785819032e-01,3.579800619263607819e-01,-5.955398428949192774e-02,-2.097911265929985059e-01
6.400000000000005684e-01,3.550259950153578647e-01,-5.729654317363306465e-02,-2.217506055540094667e-01,3.550266372440832874e-01,-5.730088991596454795e-02,-2.217485851656812168e-01,3.558476532632527389e-01,-6.007029647338807399e-02,-2.117000854627376083e-01
6.500000000000003553e-01,3.523485618503482963e-01,-5.799766039175124899e-02,-2.244483994591140175e-01,3.523497058730889475e-01,-5.800191737309131484e-02,-2.244458328637362055e-01,3.546353438675001746e-01,-6.012700562922063813e-02,-2.129011102823779589e-01
6.600000000000001421e-01,3.500966619914724354e-01,-5.858969814660852649e-02,-2.267735982124931826e-01,3.500980384833830006e-01,-5.859388128623126829e-02,-2.267707078226493533e-01,3.535313155202861601e-01,-6.021404982951977097e-02,-2.139122148883821628e-01
